Time (sec),Rotation_X (deg),Height_Z (mm)
107.400,-1.892,-3.814
107.433,-1.892,-3.814
107.467,-1.892,-3.814
107.500,-1.892,-3.814
107.533,-1.892,-3.814
107.567,-1.892,-3.814
107.600,-1.884,-3.810
107.633,-1.884,-3.810
107.667,-1.884,-3.810
107.700,-1.884,-3.810
107.733,-1.884,-3.810
107.767,-1.884,-3.810
107.800,-2.487,-3.650
107.833,-2.487,-3.650
107.867,-2.487,-3.650
107.900,-2.487,-3.650
107.933,-2.399,-3.660
107.967,-2.322,-3.668
108.000,-2.322,-3.668
108.033,-2.322,-3.668
108.067,-2.259,-3.667
108.100,-2.217,-3.651
108.133,-2.174,-3.640
108.167,-2.174,-3.640
108.200,-2.119,-3.645
108.233,-2.065,-3.654
108.267,-2.065,-3.654
108.300,-2.032,-3.637
108.333,-1.995,-3.633
108.367,-1.954,-3.637
108.400,-1.920,-3.636
108.433,-1.920,-3.636
108.467,-1.887,-3.637
108.500,-1.857,-3.641
108.533,-1.857,-1.957
108.567,-1.857,-1.957
108.600,-1.857,-1.957
108.633,-1.829,-2.125
108.667,-1.829,-2.125
108.700,-1.829,-2.125
108.733,-1.829,-2.125
108.767,-1.829,-2.125
108.800,-1.829,-2.125
108.833,-1.829,-2.125
108.867,-1.829,-2.125
108.900,-1.829,-2.125
108.933,-1.829,-2.125
108.967,-1.799,-2.270
109.000,-1.799,-2.270
109.033,-1.799,-2.270
109.067,-1.799,-2.270
109.100,-1.770,-2.398
109.133,-1.770,-2.398
109.167,-1.770,-2.398
109.200,-1.770,-2.398
109.233,-1.770,-2.398
109.267,-1.745,-2.509
109.300,-1.745,-2.509
109.333,-1.745,-2.509
109.367,-1.716,-2.612
109.400,-1.692,-2.698
109.433,-1.692,-2.698
109.467,-1.692,-2.698
109.500,-1.692,-2.698
109.533,-1.692,-2.698
109.567,-1.692,-2.698
109.600,-1.692,-2.698
109.633,-1.692,-2.698
109.667,-1.692,-2.698
109.700,-1.692,-2.698
109.733,-1.692,-2.698
109.767,-1.692,-2.698
109.800,-1.692,-2.698
109.833,-1.663,-2.787
109.867,-1.663,-2.787
109.900,-1.663,-2.787
109.933,-1.663,-2.787
109.967,-1.663,-2.787
110.000,-1.663,-2.787
110.033,-1.642,-2.852
110.067,-1.642,-2.852
110.100,-1.642,-2.852
110.133,-1.621,-2.912
110.167,-1.603,-2.962
110.200,-1.585,-3.008
110.233,-1.570,-3.052
110.267,-1.570,-3.052
110.300,-1.570,-3.052
110.333,-1.570,-3.052
110.367,-1.550,-3.094
110.400,-1.550,-3.094
110.433,-1.550,-3.094
110.467,-1.550,-3.094
110.500,-1.550,-3.094
110.533,-1.606,-3.177
110.567,-1.606,-3.177
110.600,-1.606,-3.177
110.633,-1.606,-3.177
110.667,-1.606,-3.177
110.700,-1.606,-3.177
110.733,-1.637,-3.257
110.767,-1.637,-3.257
110.800,-1.637,-3.257
110.833,-1.637,-2.097
110.867,-1.637,-2.097
110.900,-1.637,-2.097
110.933,-1.688,-2.235
110.967,-1.712,-2.388
111.000,-1.733,-2.518
111.033,-1.733,-2.518
111.067,-1.763,-2.637
111.100,-1.786,-2.751
111.133,-1.786,-2.751
111.167,-1.786,-2.751
111.200,-1.786,-2.751
111.233,-1.786,-2.751
111.267,-1.786,-2.751
111.300,-1.786,-2.751
111.333,-1.800,-2.862
111.367,-1.813,-2.962
111.400,-1.813,-2.962
111.433,-1.813,-2.962
111.467,-1.813,-2.962
111.500,-1.822,-3.039
111.533,-1.830,-3.105
111.567,-1.834,-3.166
111.600,-1.834,-3.166
111.633,-1.834,-3.166
111.667,-1.839,-3.222
111.700,-1.839,-3.222
111.733,-1.839,-3.222
111.767,-1.840,-3.270
111.800,-1.846,-3.309
111.833,-1.846,-3.309
111.867,-1.846,-3.309
111.900,-1.845,-3.339
111.933,-1.845,-3.339
111.967,-1.526,-3.339
112.000,-1.526,-3.339
112.033,-1.552,-3.364
112.067,-1.578,-3.387
112.100,-1.598,-3.404
112.133,-1.598,-3.404
112.167,-1.598,-3.404
112.200,-1.617,-3.422
112.233,-1.629,-3.441
112.267,-1.629,-3.441
112.300,-1.629,-3.441
112.333,-1.629,-3.441
112.400,-1.640,-3.458
112.433,-1.640,-3.458
112.467,-1.648,-3.455
112.500,-1.648,-3.455
112.533,-1.648,-3.455
112.567,-1.648,-3.455
112.600,-1.669,-3.499
112.633,-1.667,-3.493
112.667,-1.666,-3.486
112.700,-1.663,-3.479
112.733,-1.661,-3.472
112.767,-1.661,-3.472
112.800,-1.656,-3.457
112.833,-1.656,-3.457
112.867,-1.652,-3.445
112.900,-1.652,-3.445
112.933,-1.652,-3.445
112.967,-1.648,-3.426
113.000,-1.641,-3.410
113.033,-1.641,-3.410
113.067,-1.635,-3.397
113.100,-1.625,-3.378
113.133,-1.619,-3.354
113.167,-1.619,-3.354
113.200,-1.619,-3.354
113.233,-1.619,-3.354
113.267,-1.619,-3.354
113.300,-1.610,-3.327
113.333,-1.610,-3.327
113.367,-1.610,-3.327
113.400,-1.599,-3.304
113.433,-1.591,-3.282
113.467,-1.585,-3.260
113.500,-1.578,-3.239
113.533,-1.569,-3.223
113.567,-1.561,-3.212
113.600,-1.561,-3.212
113.633,-1.561,-3.212
113.667,-1.553,-3.196
113.700,-1.553,-3.196
113.733,-1.542,-3.182
113.767,-1.536,-3.161
113.800,-1.536,-3.161
113.833,-1.525,-3.142
113.867,-1.525,-3.142
113.900,-1.509,-3.128
113.933,-1.492,-3.110
113.967,-1.492,-3.110
114.000,-1.481,-3.091
114.033,-1.463,-3.074
114.067,-1.450,-3.049
114.100,-1.443,-3.030
114.133,-1.431,-3.018
114.167,-1.431,-3.018
114.200,-1.431,-3.018
114.233,-1.420,-2.998
114.267,-1.420,-2.998
114.300,-1.409,-2.976
114.333,-1.409,-2.976
114.367,-1.409,-2.976
114.400,-1.409,-2.976
114.433,-1.392,-2.948
114.467,-1.380,-2.918
114.500,-1.369,-2.893
114.533,-1.358,-2.874
114.567,-1.358,-2.874
114.600,-1.348,-2.861
114.633,-1.348,-2.861
114.667,-1.338,-2.838
114.700,-1.338,-2.838
114.733,-1.324,-2.818
114.767,-1.307,-2.795
114.800,-1.307,-2.795
114.833,-1.307,-2.795
114.867,-1.307,-2.795
114.900,-1.307,-2.795
114.933,-1.307,-2.795
114.967,-1.292,-2.753
115.000,-1.281,-2.713
115.033,-1.273,-2.672
115.067,-1.267,-2.635
115.100,-1.265,-2.601
115.133,-1.265,-2.601
115.167,-1.261,-2.567
115.200,-1.258,-2.539
115.233,-1.258,-2.539
115.267,-1.251,-2.514
115.300,-1.251,-2.514
115.333,-1.251,-2.514
115.367,-1.240,-2.486
115.400,-1.240,-2.486
115.433,-1.233,-2.457
115.467,-1.233,-2.457
115.500,-1.233,-2.457
115.533,-1.233,-2.457
115.567,-1.233,-2.457
115.600,-1.233,-2.457
115.633,-1.233,-2.457
115.667,-1.222,-2.417
115.700,-1.222,-2.417
115.733,-1.222,-2.417
115.767,-1.222,-2.417
115.800,-1.222,-2.417
115.833,-1.222,-2.417
115.867,-1.222,-2.417
115.900,-1.222,-2.417
115.933,-1.222,-2.417
115.967,-1.222,-2.417
116.000,-1.200,-2.355
116.033,-1.182,-2.301
116.067,-1.182,-2.301
116.100,-1.182,-2.301
116.133,-1.164,-2.252
116.167,-1.164,-2.252
116.200,-1.164,-2.252
116.233,-1.164,-2.252
116.267,-1.148,-2.208
116.300,-1.131,-2.166
116.333,-1.131,-2.166
116.367,-1.131,-2.166
116.400,-1.117,-2.114
116.433,-1.103,-2.074
116.467,-1.103,-2.074
116.500,-1.103,-2.074
116.533,-1.086,-2.038
116.567,-1.075,-2.001
116.600,-1.075,-2.001
116.633,-0.962,-2.001
116.667,-0.960,-1.973
116.700,-0.960,-1.973
116.733,-0.959,-1.940
116.767,-0.959,-1.940
116.800,-0.953,-1.910
116.833,-0.953,-1.910
116.867,-0.953,0.057
116.900,-0.953,0.057
116.933,-0.945,-0.097
116.967,-0.945,-0.097
117.000,-0.945,-0.097
117.033,-0.933,-0.227
117.067,-0.927,-0.341
117.100,-0.927,-0.341
117.133,-0.927,-0.341
117.167,-0.927,-0.341
117.200,-0.920,-0.436
117.233,-0.920,-0.436
117.267,-0.916,-0.523
117.300,-0.916,-0.523
117.333,-0.916,-0.523
117.367,-0.916,1.282
117.400,-0.910,1.019
117.433,-0.910,1.019
117.467,-0.910,1.019
117.500,-0.906,0.785
117.533,-0.906,0.785
117.567,-0.901,0.572
117.600,-0.901,2.271
117.633,-0.901,2.271
117.667,-0.901,2.271
117.700,-0.901,2.271
117.733,-0.901,2.271
117.767,-0.895,1.907
117.800,-0.890,1.580
117.833,-0.890,1.580
117.867,-0.884,1.286
117.900,-0.884,1.286
117.933,-0.884,1.286
117.967,-0.883,1.026
118.000,-0.883,1.026
118.033,-0.880,0.788
118.067,-0.880,0.788
118.100,-0.880,0.788
118.133,-0.880,0.788
118.167,-0.875,0.571
118.200,-0.875,0.571
118.233,-0.869,0.379
118.267,-0.869,2.095
118.300,-0.869,1.750
118.333,-0.869,1.750
118.367,-0.869,1.750
118.400,-0.863,1.438
118.433,-0.861,1.158
118.467,-0.861,1.158
118.500,-0.861,1.158
118.533,-0.861,1.158
118.567,-0.861,2.802
118.600,-0.861,2.387
118.633,-0.861,2.387
118.667,-0.854,2.014
118.700,-0.854,2.014
118.733,-0.854,2.014
118.767,-0.854,3.574
118.800,-0.852,3.075
118.833,-0.852,3.075
118.867,-0.852,3.075
118.900,-0.855,2.631
118.933,-0.855,2.631
118.967,-0.855,2.631
119.000,-0.857,2.227
119.033,-0.857,2.227
119.067,-0.857,2.227
119.100,-0.857,2.227
119.133,-0.857,2.227
119.167,-0.858,1.865
119.200,-0.858,1.538
119.233,-0.861,1.245
119.267,-0.861,1.245
119.300,-0.867,0.981
119.333,-0.867,0.981
119.367,-0.873,0.744
119.400,-0.873,0.744
119.433,-0.873,2.451
119.467,-0.873,2.451
119.500,-0.873,2.451
119.533,-0.873,2.451
119.567,-0.873,2.451
119.600,-0.873,2.451
119.633,-0.873,4.030
119.667,-0.873,4.030
119.700,-0.873,4.030
119.733,-0.873,4.030
119.767,-0.880,3.488
119.800,-0.877,2.987
119.833,-0.877,2.987
119.867,-0.877,2.541
119.900,-0.877,2.541
119.933,-0.878,2.146
119.967,-0.876,1.784
120.000,-0.876,1.784
120.033,-0.876,1.784
120.067,-0.871,1.464
120.100,-0.871,1.464
120.133,-0.868,1.181
120.167,-0.868,1.181
120.200,-0.868,1.181
120.233,-0.868,1.181
120.267,-0.862,0.929
120.300,-0.857,0.702
120.333,-0.854,0.499
120.367,-0.855,0.319
120.400,-0.855,0.319
120.433,-0.850,0.149
120.467,-0.850,0.149
120.500,-0.850,0.149
120.533,-0.854,0.005
120.567,-0.857,-0.132
120.600,-0.861,-0.248
120.633,-0.861,-0.248
120.667,-0.861,-0.248
120.700,-0.861,-0.248
120.733,-0.863,-0.355
120.767,-0.871,-0.456
120.800,-0.871,1.437
120.833,-0.875,1.152
120.867,-0.875,1.152
120.900,-0.875,1.152
120.933,-0.880,0.890
120.967,-0.891,0.665
121.000,-0.895,0.456
121.033,-0.895,0.456
121.067,-0.895,0.456
121.100,-0.898,0.266
121.133,-0.898,0.266
121.167,-0.910,0.093
121.200,-0.923,-0.061
121.233,-0.928,-0.208
121.267,-0.928,-0.208
121.300,-0.928,-0.208
121.333,-0.928,-0.208
121.367,-0.928,1.715
121.400,-0.928,3.447
121.433,-0.928,3.447
121.467,-0.928,3.447
121.500,-0.928,3.447
121.533,-0.928,3.447
121.567,-0.928,3.447
121.600,-0.946,2.936
121.633,-0.957,2.471
121.667,-0.957,4.157
121.700,-0.957,5.680
121.733,-0.957,5.680
121.767,-0.969,4.937
121.800,-0.969,4.937
121.833,-0.969,4.937
121.867,-0.980,4.252
121.900,-0.988,3.625
121.933,-0.993,3.055
121.967,-0.993,3.055
122.000,-1.009,2.561
122.033,-1.017,2.110
122.067,-1.017,2.110
122.100,-1.025,1.703
122.133,-1.037,1.343
122.167,-1.046,1.009
122.200,-1.055,0.701
122.233,-1.057,0.420
122.267,-1.057,0.420
122.300,-1.067,0.166
122.333,-1.075,-0.062
122.367,-1.081,-0.274
122.400,-1.081,-0.274
122.433,-1.081,-0.274
122.467,-1.088,-0.466
122.500,-1.088,-0.466
122.533,-1.099,-0.635
122.567,-1.099,-0.635
122.600,-1.111,-0.795
122.633,-1.111,-0.795
122.667,-1.120,-0.937
122.700,-1.120,-0.937
122.733,-1.120,-0.937
122.767,-1.127,-1.060
122.800,-1.139,-1.173
122.833,-1.139,-1.173
122.867,-1.152,-1.278
122.900,-1.152,-1.278
122.933,-1.160,-1.383
122.967,-1.160,-1.383
123.000,-1.166,-1.473
123.033,-1.171,-1.555
123.067,-1.176,-1.617
123.100,-1.180,-1.682
123.133,-1.180,-1.682
123.167,-1.180,-1.682
123.200,-1.180,-1.682
123.233,-1.190,-1.747
123.267,-1.190,-1.813
123.300,-1.190,-1.813
123.333,-1.202,-1.861
123.367,-1.213,-1.914
123.400,-1.213,-1.914
123.433,-1.220,-1.957
123.467,-1.220,-1.957
123.500,-1.231,-2.002
123.533,-1.241,-2.038
123.567,-1.241,-2.038
123.600,-1.241,-2.038
123.633,-1.241,-2.038
123.667,-1.241,-2.038
123.700,-1.248,-2.078
123.733,-1.248,-2.078
123.767,-1.254,-2.120
123.800,-1.255,-2.161
123.833,-1.258,-2.190
123.867,-1.258,-2.190
123.900,-1.258,-2.190
123.933,-1.265,-2.216
123.967,-1.265,-2.216
124.000,-1.265,-2.216
124.033,-1.265,-2.216
124.067,-1.270,-2.240
124.100,-1.270,-2.240
124.133,-1.281,-2.263
124.167,-1.281,-2.263
124.200,-1.281,-2.263
124.233,-1.300,-2.282
124.267,-1.300,-2.282
124.300,-1.300,-2.282
124.333,-1.300,-2.282
124.367,-1.309,-2.303
124.400,-1.317,-2.326
124.433,-1.340,-2.339
124.467,-1.340,-2.339
124.500,-1.340,-2.339
124.533,-1.340,-2.367
124.567,-1.340,-2.367
124.600,-1.342,-2.386
124.633,-1.342,-2.386
124.667,-1.349,-2.415
124.700,-1.349,-2.415
124.733,-1.349,-2.415
124.767,-1.349,-2.415
124.800,-1.349,-2.415
124.833,-1.365,-2.439
124.867,-1.381,-2.472
124.900,-1.381,-2.472
124.933,-1.398,-2.491
124.967,-1.398,-2.491
125.000,-1.398,-2.491
125.033,-1.398,-2.491
125.067,-1.398,-2.491
125.100,-1.398,-2.491
125.133,-1.398,-2.491
125.167,-1.398,-2.491
125.200,-1.398,-2.491
125.233,-1.415,-2.538
125.267,-1.415,-2.538
125.300,-1.427,-2.576
125.333,-1.427,-2.576
125.367,-1.427,-2.576
125.400,-1.449,-2.617
125.433,-1.449,-2.617
125.467,-1.449,-2.617
125.500,-1.449,-2.617
125.533,-1.468,-2.663
125.567,-1.468,-2.663
125.600,-1.468,-2.663
125.633,-1.495,-2.699
125.667,-1.495,-2.699
125.700,-1.512,-2.748
125.733,-1.528,-2.792
125.767,-1.539,-2.831
125.800,-1.539,-2.831
125.833,-1.539,-2.831
125.867,-1.539,-2.831
125.900,-1.539,-2.831
125.933,-1.539,-2.831
125.967,-1.549,-2.876
126.000,-1.560,-2.913
126.033,-1.560,-2.913
126.067,-1.560,-2.913
126.100,-1.560,-2.913
126.133,-1.573,-2.961
126.167,-1.573,-2.961
126.200,-1.573,-2.961
126.233,-1.573,-2.961
126.267,-1.587,-3.026
126.300,-1.587,-3.026
126.333,-1.587,-3.026
126.367,-1.587,-3.026
126.400,-1.598,-3.085
126.433,-1.598,-3.085
126.467,-1.598,-3.085
126.500,-1.598,-3.085
126.533,-1.614,-3.137
126.567,-1.614,-3.137
126.600,-1.614,-3.137
126.633,-1.614,-3.137
126.667,-1.614,-3.137
126.700,-1.638,-3.200
126.733,-1.661,-3.255
126.767,-1.661,-3.255
126.800,-1.661,-3.255
126.833,-1.678,-3.303
126.867,-1.678,-3.303
126.900,-1.699,-3.353
126.933,-1.713,-3.397
126.967,-1.713,-3.397
127.000,-1.713,-3.397
127.033,-1.713,-3.397
127.067,-1.713,-3.397
127.100,-1.724,-3.430
127.133,-1.724,-3.430
127.167,-1.724,-3.430
127.200,-1.724,-3.430
127.233,-1.724,-3.430
127.267,-1.738,-3.456
127.300,-1.738,-3.456
127.333,-1.738,-3.456
127.367,-1.739,-3.481
127.400,-1.739,-3.481
127.433,-1.739,-3.481
127.467,-1.739,-3.481
127.500,-1.739,-3.481
127.533,-1.739,-3.481
127.567,-1.743,-3.486
127.600,-1.746,-3.485
127.633,-1.746,-3.485
127.667,-1.746,-3.485
127.700,-1.746,-3.485
127.733,-1.750,-3.484
127.767,-1.754,-3.482
127.800,-1.750,-3.480
127.833,-1.750,-3.480
127.867,-1.750,-3.480
127.900,-1.750,-3.480
127.933,-1.750,-3.480
127.967,-1.750,-3.480
128.000,-1.746,-3.458
128.033,-1.746,-3.458
128.067,-1.746,-3.458
128.100,-1.746,-3.458
128.133,-1.745,-3.433
128.167,-1.742,-3.415
128.200,-1.742,-3.415
128.233,-1.742,-3.415
128.267,-1.736,-3.394
128.300,-1.736,-3.394
128.333,-1.736,-3.394
128.367,-1.736,-3.394
128.400,-1.729,-3.363
128.433,-1.729,-3.363
128.467,-1.729,-3.363
128.500,-1.716,-3.333
128.533,-1.716,-3.333
128.567,-1.713,-3.302
128.600,-1.705,-3.275
128.633,-1.695,-3.253
128.667,-1.695,-3.253
128.700,-1.690,-3.235
128.733,-1.690,-3.235
128.767,-1.681,-3.217
128.800,-1.673,-3.205
128.833,-1.666,-3.187
128.867,-1.666,-3.187
128.900,-1.666,-3.187
128.933,-1.658,-3.173
128.967,-1.658,-3.173
129.000,-1.653,-3.152
129.033,-1.653,-3.152
129.067,-1.653,-3.152
129.100,-1.653,-3.152
129.133,-1.642,-3.124
129.167,-1.642,-3.124
129.200,-1.642,-3.124
129.233,-1.642,-3.124
129.267,-1.638,-3.099
129.300,-1.638,-3.099
129.333,-1.631,-3.069
129.367,-1.631,-3.069
129.400,-1.619,-3.043
129.433,-1.619,-3.043
129.467,-1.619,-3.043
129.500,-1.603,-3.011
129.533,-1.603,-3.011
129.567,-1.603,-3.011
129.600,-1.594,-2.973
129.633,-1.594,-2.973
129.667,-1.594,-2.973
129.700,-1.594,-2.973
129.733,-1.594,-2.973
129.767,-1.580,-2.935
129.800,-2.070,-2.855
129.833,-2.070,-2.855
129.867,-2.013,-2.828
129.900,-1.949,-2.804
129.933,-1.897,-2.773
129.967,-1.851,-2.745
130.000,-1.851,-2.745
130.033,-1.800,-2.714
130.067,-1.800,-2.714
130.100,-1.800,-2.714
130.133,-1.800,-2.714
130.167,-1.800,-2.714
130.200,-1.800,-2.714
130.233,-1.800,-2.714
130.267,-1.800,-2.714
130.300,-1.800,-2.714
130.333,-1.800,-2.714
130.367,-1.800,-2.714
130.400,-1.800,-2.714
130.433,-1.754,-2.675
130.467,-1.754,-2.675
130.500,-1.754,-2.675
130.533,-1.754,-2.675
130.567,-1.711,-2.631
130.600,-1.669,-2.586
130.633,-1.669,-2.586
130.667,-1.669,-2.586
130.700,-1.669,-2.586
130.733,-1.633,-2.549
130.767,-1.601,-2.520
130.800,-1.601,-2.520
130.833,-1.601,-2.520
130.867,-1.567,-2.479
130.900,-1.567,-2.479
130.933,-1.534,-2.438
130.967,-1.501,-2.395
131.000,-1.501,-2.395
131.033,-1.501,-2.395
131.067,-1.501,-2.395
131.100,-1.501,-2.395
131.133,-1.501,-2.395
131.167,-1.473,-2.348
131.200,-1.473,-2.348
131.233,-1.445,-2.300
131.267,-1.417,-2.254
131.300,-1.417,-2.254
131.333,-1.417,-2.254
131.367,-1.417,-2.254
131.400,-1.390,-2.210
131.433,-1.390,-2.210
131.467,-1.390,-2.210
131.500,-1.364,-2.159
131.533,-1.334,-2.109
131.567,-1.334,-2.109
131.600,-1.309,-2.056
131.633,-1.309,-2.056
131.667,-1.291,-2.005
131.700,-1.291,-2.005
131.733,-1.291,-2.005
131.767,-1.291,-2.005
131.800,-1.271,-1.960
131.833,-1.271,-1.960
131.867,-1.271,-1.960
131.900,-1.271,-1.960
131.933,-1.248,-1.910
131.967,-1.248,-1.910
132.000,-1.229,-1.856
132.033,-1.204,-1.804
132.067,-1.204,-1.804
132.100,-1.204,-1.804
132.133,-1.183,-1.751
132.167,-1.165,-1.698
132.200,-1.165,-1.698
132.233,-1.165,-1.698
132.267,-1.165,-1.698
132.300,-1.135,-1.643
132.333,-1.135,-1.643
132.367,-1.111,-1.586
132.400,-1.111,-1.586
132.433,-1.088,-1.530
132.467,-1.088,-1.530
132.500,-1.088,-1.530
132.533,-1.064,-1.467
132.567,-1.064,-1.467
132.600,-1.064,-1.467
132.633,-1.043,-1.402
132.667,-1.043,-1.402
132.700,-1.043,-1.402
132.733,-1.024,-1.344
132.767,-1.024,-1.344
132.800,-1.024,-1.344
132.833,-1.007,-1.294
132.867,-1.007,-1.294
132.900,-0.986,-1.247
132.933,-0.986,-1.247
132.967,-0.986,-1.247
133.000,-0.961,-1.196
133.033,-0.940,-1.144
133.067,-0.940,-1.144
133.100,-0.918,-1.100
133.133,-0.918,-1.100
133.167,-0.918,-1.100
133.200,-0.898,-1.058
133.233,-0.898,-1.058
133.267,-0.898,-1.058
133.300,-0.898,-1.058
133.333,-0.876,-1.000
133.367,-0.876,-1.000
133.400,-0.876,-1.000
133.433,-0.856,-0.941
133.467,-0.836,-0.888
133.500,-0.836,-0.888
133.533,-0.836,-0.888
133.567,-0.813,-0.832
133.600,-0.794,-0.779
133.633,-0.794,-0.779
133.667,-0.775,-0.728
133.700,-0.775,-0.728
133.733,-0.775,-0.728
133.767,-0.775,-0.728
133.800,-0.775,-0.728
133.833,-0.775,1.271
133.867,-0.763,1.107
133.900,-0.752,0.960
133.933,-0.752,0.960
133.967,-0.752,0.960
134.000,-0.752,0.960
134.033,-0.752,0.960
134.067,-0.752,0.960
134.100,-0.741,0.824
134.133,-0.732,0.701
134.167,-0.723,0.589
134.200,-0.723,0.589
134.233,-0.714,0.484
134.267,-0.711,0.388
134.300,-0.706,0.302
134.333,-1.373,0.342
134.367,-1.298,0.264
134.400,-1.230,0.193
134.433,-1.169,0.126
134.467,-1.169,2.004
134.500,-1.119,1.753
134.533,-1.119,3.464
134.567,-1.069,3.074
134.600,-1.069,3.074
134.633,-1.069,3.074
134.667,-1.069,3.074
134.700,-1.069,4.680
134.733,-1.030,4.152
134.767,-0.997,3.678
134.800,-0.997,3.678
134.833,-0.997,3.678
134.867,-0.971,3.250
134.900,-0.971,3.250
134.933,-0.971,3.250
134.967,-0.971,4.854
135.000,-0.971,4.854
135.033,-0.971,4.854
135.067,-0.951,4.306
135.100,-0.929,3.803
135.133,-0.913,3.351
135.167,-0.913,3.351
135.200,-0.903,2.939
135.233,-0.890,2.560
135.267,-0.890,2.560
135.300,-0.890,2.560
135.333,-0.880,2.218
135.367,-0.869,1.909
135.400,-0.862,1.632
135.433,-0.862,1.632
135.467,-0.862,1.632
135.500,-0.862,1.632
135.533,-0.862,3.441
135.567,-0.864,2.993
135.600,-0.864,2.993
135.633,-0.864,4.680
135.667,-0.864,4.680
135.700,-0.864,4.680
135.733,-0.864,4.680
135.767,-0.875,4.101
135.800,-0.875,4.101
135.833,-0.875,5.695
135.867,-0.875,5.695
135.900,-0.875,7.131
135.933,-0.882,6.299
135.967,-0.882,6.299
136.000,-0.882,6.299
136.033,-0.882,6.299
136.067,-0.882,6.299
136.100,-0.882,6.299
136.133,-0.882,6.564
136.167,-0.882,7.937
136.200,-0.897,7.011
136.233,-0.897,7.011
136.267,-0.906,6.173
136.300,-0.916,5.420
136.333,-0.924,4.739
136.367,-0.931,4.127
136.400,-0.938,3.574
136.433,-0.938,3.574
136.467,-0.938,3.687
136.500,-0.938,3.687
136.533,-0.949,3.162
136.567,-0.961,2.690
136.600,-0.972,2.258
136.633,-0.980,1.876
136.667,-0.994,1.537
136.700,-1.003,1.225
136.733,-1.003,1.225
136.767,-1.003,3.163
136.800,-1.016,2.685
136.833,-1.031,2.249
136.867,-1.031,2.249
136.900,-1.031,2.249
136.933,-1.031,2.249
136.967,-1.031,2.249
137.000,-1.031,2.249
137.033,-1.031,2.249
137.067,-1.043,1.848
137.100,-1.043,1.848
137.133,-1.043,1.848
137.167,-1.046,1.488
137.200,-1.046,1.488
137.233,-1.046,1.488
137.267,-1.058,1.167
137.300,-1.058,1.167
137.333,-1.058,1.167
137.367,-1.063,0.873
137.400,-1.063,0.873
137.433,-1.063,0.873
137.467,-1.063,0.873
137.500,-1.063,0.873
137.533,-1.072,0.608
137.567,-1.081,0.368
137.600,-1.081,0.368
137.633,-1.081,0.368
137.667,-1.096,0.141
137.700,-1.110,-0.067
137.733,-1.122,-0.247
137.767,-1.122,-0.247
137.800,-1.122,-0.247
137.833,-1.122,-0.247
137.867,-1.133,-0.414
137.900,-1.133,-0.414
137.933,-1.133,-0.414
137.967,-1.133,-0.414
138.000,-1.133,-0.414
138.033,-1.133,-0.414
138.067,-1.222,-0.630
138.100,-1.222,-0.630
138.133,-1.222,-0.630
138.167,-1.222,-0.630
138.200,-1.222,-0.630
138.233,-1.222,-0.630
138.267,-1.222,-0.630
138.300,-1.222,-0.630
138.333,-1.222,-0.630
138.367,-1.227,-0.775
138.400,-1.227,-0.775
138.433,-1.227,-0.775
138.467,-1.227,-0.775
138.500,-1.227,-0.775
138.533,-1.227,-0.775
138.567,-1.227,-0.775
138.600,-1.227,-0.775
138.633,-1.227,-0.775
138.667,-1.227,-0.775
138.700,-1.227,-0.775
138.733,-1.227,-0.775
138.767,-1.241,-0.913
138.800,-1.259,-1.044
138.833,-1.259,-1.044
138.867,-1.259,-1.044
138.900,-1.259,-1.044
138.933,-1.259,-1.044
138.967,-1.259,-1.044
139.000,-1.259,-1.044
139.033,-1.259,-1.044
139.067,-1.259,-1.044
139.100,-1.272,-1.174
139.133,-1.272,-1.174
139.167,-1.285,-1.287
139.200,-1.301,-1.393
139.233,-1.301,-1.393
139.267,-1.301,-1.393
139.300,-1.301,-1.393
139.333,-1.301,-1.393
139.367,-1.322,-1.497
139.400,-1.322,-1.497
139.433,-1.322,-1.497
139.467,-1.334,-1.589
139.500,-1.334,-1.589
139.533,-1.334,-1.589
139.567,-1.346,-1.675
139.600,-1.346,-1.675
139.633,-1.346,-1.675
139.667,-1.346,-1.675
139.700,-1.346,-1.675
139.733,-1.362,-1.757
139.767,-1.362,-1.757
139.800,-1.362,-1.757
139.833,-1.362,-1.757
139.867,-1.379,-1.851
139.900,-1.379,-1.851
139.933,-1.379,-1.851
139.967,-1.379,-1.851
140.000,-1.379,-1.851
140.033,-1.379,-1.851
140.067,-1.379,-1.851
140.100,-1.379,-1.851
140.133,-1.379,-1.851
140.167,-1.379,-1.851
140.200,-1.379,-1.851
140.233,-1.379,-1.851
140.267,-1.379,-1.851
140.300,-1.406,-1.956
140.333,-1.418,-2.106
140.367,-1.418,-2.106
140.400,-1.418,-2.106
140.433,-1.448,-2.176
140.467,-1.470,-2.246
140.500,-1.470,-2.246
140.533,-1.470,-2.246
140.567,-1.470,-2.246
140.600,-1.490,-2.316
140.633,-1.490,-2.316
140.667,-1.490,-2.316
140.700,-1.508,-2.384
140.733,-1.524,-2.448
140.767,-1.524,-2.448
140.800,-1.524,-2.448
140.833,-1.524,-2.448
140.867,-1.524,-2.448
